gene,d,log2fc,p_raw,is_surface,mean_junb_plus,mean_junb_minus,p_bh
AC008278.2,-0.7532,-0.0275,0.053765,False,-0.041,-0.0135,0.096942
AC008280.3,-0.522,-0.0216,0.155999,False,-0.0224,-0.0008,0.229
AC008379.1,-2.3356,-0.0446,0.000112,False,-0.0667,-0.0222,0.001929
AC008393.1,0.6652,0.0321,0.081054,False,0.0002,-0.0319,0.134702
AC008395.1,-2.1012,-0.0145,0.000232,False,-0.0232,-0.0088,0.002395
AC008397.1,0.0308,0.0013,0.928736,False,-0.0216,-0.0229,0.945222
AC008397.2,-0.0142,-0.0016,0.967166,False,0.0,0.0016,0.975077
AC008403.1,-0.2365,-0.0166,0.498107,False,-0.0306,-0.0141,0.583574
AC008403.2,1.9458,0.0185,0.000388,False,0.0007,-0.0178,0.002984
AC008403.3,-0.7748,-0.0497,0.048593,False,-0.0612,-0.0116,0.089385
AC008406.2,-2.4004,-0.0253,9.2e-05,False,-0.0421,-0.0168,0.00186
AC008415.1,-0.9177,-0.1533,0.024936,False,-0.1206,0.0327,0.052484
AC008417.1,0.7834,0.0271,0.046675,False,0.0059,-0.0212,0.08659
AC008427.1,-1.7295,-0.0259,0.000834,False,-0.0431,-0.0172,0.004536
AC008429.1,0.5658,0.0327,0.128059,False,0.0055,-0.0272,0.195021
AC008429.2,0.5985,0.0711,0.110297,False,0.0155,-0.0556,0.17284
AC008429.3,0.0036,0.0001,0.991642,False,-0.0243,-0.0244,0.993743
AC008429.4,-0.8045,-0.0057,0.042267,False,-0.0162,-0.0105,0.080007
AC008434.1,-0.8174,-0.0176,0.039803,False,-0.0314,-0.0138,0.076243
AC008438.1,-0.758,-0.0632,0.052565,False,0.0016,0.0648,0.095223
AC008438.2,-1.352,-0.0412,0.003654,False,-0.0681,-0.0269,0.012341
AC008440.1,-0.5044,-0.0287,0.168683,False,-0.0008,0.0279,0.243761
AC008440.2,-0.0289,-0.0052,0.933086,False,-0.0152,-0.01,0.948399
AC008443.1,-1.206,-0.1096,0.006801,False,-0.0453,0.0643,0.019291
AC008443.2,-0.0097,-0.0003,0.97741,False,-0.0224,-0.0222,0.982969
AC008443.3,0.1955,0.0036,0.57375,False,-0.0128,-0.0164,0.651951
AC008443.4,-2.2436,-0.0505,0.000148,False,-0.0814,-0.0309,0.002099
AC008443.5,0.6729,0.067,0.078232,False,0.0598,-0.0072,0.130961
AC008443.6,0.1105,0.0089,0.748878,False,-0.0106,-0.0195,0.803627
AC008443.7,-1.4176,-0.0191,0.002789,False,-0.0276,-0.0085,0.01017
AC008443.8,-1.6298,-0.0431,0.00121,False,-0.0649,-0.0219,0.005761
AC008443.9,-0.8423,-0.0119,0.035423,False,-0.0206,-0.0087,0.069532
AC008453.2,-2.2665,-0.0148,0.000138,False,-0.029,-0.0142,0.002056
AC008456.1,-1.9311,-0.0217,0.000408,False,-0.0332,-0.0115,0.003052
AC008459.1,-2.6565,-0.0375,4.5e-05,False,-0.0537,-0.0162,0.001668
AC008462.1,-1.0676,-0.1103,0.012557,False,-0.0893,0.021,0.030737
AC008464.1,-2.3495,-0.0303,0.000107,False,-0.0442,-0.0139,0.001909
AC008467.1,-1.0311,-0.0632,0.014813,False,-0.0543,0.0088,0.034903
AC008474.1,-1.2701,-0.0721,0.00516,False,-0.1096,-0.0376,0.015781
AC008481.1,1.3421,0.0292,0.003808,False,0.0032,-0.026,0.012703
AC008481.2,-1.2723,-0.0074,0.005112,False,-0.0194,-0.012,0.015677
AC008481.3,-1.107,-0.0763,0.010524,False,-0.086,-0.0096,0.026866
AC008494.1,2.7515,0.0076,3.5e-05,False,0.0015,-0.0061,0.001649
AC008494.3,1.4696,0.0179,0.00226,False,-0.0129,-0.0308,0.008823
AC008496.1,1.5395,0.0109,0.001714,False,0.0031,-0.0078,0.007264
AC008496.2,-1.7209,-0.1417,0.000861,False,-0.1837,-0.042,0.004635
AC008496.3,0.7069,0.0087,0.066756,False,-0.0211,-0.0298,0.11529
AC008505.1,-1.9832,-0.006,0.000342,False,-0.0188,-0.0128,0.002823
AC008507.1,-0.3164,-0.0037,0.370304,False,-0.0301,-0.0264,0.460217
AC008507.4,-2.1146,-0.0066,0.000222,False,-0.0148,-0.0082,0.002356
AC008514.1,-1.0539,-0.0166,0.013359,False,-0.0268,-0.0102,0.032229
AC008514.2,-1.7055,-0.0188,0.000911,False,-0.0301,-0.0114,0.004801
AC008517.1,-2.9967,-0.0089,1.9e-05,False,-0.021,-0.0121,0.00141
AC008522.1,-0.1101,-0.0066,0.749548,False,-0.0162,-0.0097,0.804258
AC008525.1,-1.1306,-0.0076,0.009473,False,-0.0172,-0.0096,0.02478
AC008532.1,1.4212,0.017,0.002748,False,-0.014,-0.031,0.010061
AC008533.1,-0.97,-0.0073,0.01959,False,-0.0191,-0.0118,0.043401
AC008534.1,-1.7656,-0.0255,0.000731,False,-0.035,-0.0095,0.004203
AC008537.1,-1.8267,-0.2097,0.000587,False,-0.1289,0.0808,0.003689
AC008537.2,-1.134,-0.0101,0.009334,False,-0.0327,-0.0226,0.024505
AC008537.3,-0.5736,-0.0223,0.123623,False,-0.0486,-0.0262,0.189647
AC008537.4,-0.1346,-0.0074,0.696931,False,-0.0248,-0.0174,0.760477
AC008543.1,-1.0687,-0.0472,0.012498,False,-0.053,-0.0058,0.030619
AC008543.3,-0.8406,-0.0433,0.035717,False,-0.046,-0.0027,0.069961
AC008549.1,-0.3422,-0.0059,0.334673,False,-0.0199,-0.014,0.424551
AC008549.2,-0.5914,-0.0243,0.113967,False,-0.0557,-0.0314,0.177488
AC008549.3,3.3644,0.0045,8e-06,False,-0.0051,-0.0096,0.001006
AC008551.1,-0.3305,-0.0447,0.35053,False,-0.0122,0.0325,0.440137
AC008554.1,-1.3538,-0.0968,0.003626,False,-0.0923,0.0045,0.012282
AC008555.1,0.9315,0.0044,0.023395,False,-0.0135,-0.0179,0.049853
AC008555.2,-1.3484,-0.0527,0.003709,False,-0.0644,-0.0117,0.012457
AC008555.4,0.2498,0.0149,0.474988,False,0.0018,-0.0131,0.562004
AC008555.5,-0.2057,-0.0025,0.554248,False,-0.0137,-0.0111,0.634862
AC008555.7,0.3324,0.0174,0.347892,False,-0.0086,-0.026,0.437536
AC008556.1,0.7287,0.0104,0.060292,False,-0.0148,-0.0252,0.106255
AC008565.1,-1.7953,-0.027,0.000657,False,-0.0366,-0.0095,0.003944
AC008567.2,-0.3002,-0.0097,0.394064,False,-0.0268,-0.0171,0.483798
AC008567.3,0.7736,0.008,0.048862,False,-0.0126,-0.0206,0.089765
AC008568.1,-1.54,-0.0986,0.00171,False,-0.0973,0.0013,0.007257
AC008569.1,-0.2729,-0.0061,0.436721,False,-0.0296,-0.0235,0.52515
AC008569.2,-0.5343,-0.0323,0.147647,False,-0.0561,-0.0238,0.219051
AC008571.2,-2.9976,-0.1548,1.9e-05,False,-0.0871,0.0677,0.00141
AC008572.1,-1.4515,-0.0379,0.002431,False,-0.0607,-0.0229,0.009271
AC008574.1,-0.8275,-0.0488,0.03796,False,-0.0687,-0.0199,0.073348
AC008575.1,-0.0692,-0.008,0.840692,False,0.0308,0.0388,0.877263
AC008581.1,-2.03,-0.016,0.000293,False,-0.0281,-0.0121,0.002632
AC008581.2,-0.7531,-0.1135,0.053784,False,-0.0488,0.0647,0.096972
AC008588.1,-0.8443,-0.0315,0.03509,False,-0.0503,-0.0189,0.069018
AC008591.1,-1.8375,-0.1317,0.000565,False,-0.1046,0.0271,0.003608
AC008592.1,-0.1111,-0.0061,0.747474,False,-0.0186,-0.0125,0.802325
AC008592.2,-0.5099,-0.0134,0.164589,False,-0.0271,-0.0136,0.239059
AC008592.3,0.1516,0.0046,0.661394,False,-0.0195,-0.0241,0.729055
AC008592.4,0.3779,0.0183,0.289749,False,-0.0128,-0.031,0.378024
AC008592.5,1.0746,0.012,0.012171,False,-0.0108,-0.0228,0.03003
AC008608.2,0.4763,0.0489,0.190887,False,0.0169,-0.032,0.269729
AC008609.1,-1.9705,-0.0286,0.000357,False,-0.0392,-0.0106,0.002877
AC008610.1,-1.0435,-0.0381,0.014002,False,-0.0557,-0.0176,0.03341
AC008619.1,0.2399,0.001,0.492245,False,-0.0128,-0.0138,0.578264
AC008622.2,0.5002,0.0236,0.171868,False,-0.0172,-0.0408,0.247485
AC008629.1,-0.9328,-0.1071,0.023253,False,-0.0629,0.0443,0.049598
AC008632.1,-2.0068,-0.022,0.000316,False,-0.0373,-0.0153,0.002729
AC008635.1,1.6273,0.0113,0.001221,False,0.0023,-0.009,0.005796
AC008649.1,-2.0276,-0.0561,0.000295,False,-0.0921,-0.0359,0.00264
AC008649.2,-0.4051,-0.0097,0.258945,False,-0.0208,-0.011,0.345172
AC008652.1,-0.1351,-0.0024,0.695891,False,-0.0111,-0.0087,0.759539
AC008655.1,-1.8551,-0.0143,0.000531,False,-0.0326,-0.0183,0.003496
AC008655.2,0.3171,0.0098,0.369347,False,-0.0076,-0.0174,0.459208
AC008659.1,-0.0478,-0.0017,0.889588,False,-0.0097,-0.008,0.915972
AC008662.1,-2.8462,-0.0587,2.7e-05,False,-0.0716,-0.0128,0.001582
AC008663.1,-1.6504,-0.0066,0.001119,False,-0.0156,-0.0091,0.005467
AC008663.2,-1.9149,-0.0151,0.000432,False,-0.0253,-0.0102,0.003136
AC008667.1,-2.1624,-0.0987,0.000191,False,-0.103,-0.0043,0.002245
AC008667.2,-1.064,-0.0056,0.012766,False,-0.017,-0.0113,0.031132
AC008669.1,-0.6744,-0.0218,0.07766,False,-0.0356,-0.0138,0.130234
AC008674.1,-1.0002,-0.0142,0.017059,False,-0.0361,-0.0219,0.038951
AC008676.1,-1.1214,-0.025,0.00987,False,-0.0454,-0.0204,0.02559
AC008676.3,-2.2456,-0.1427,0.000147,False,-0.1499,-0.0072,0.002094
AC008677.1,-2.3116,-0.0441,0.00012,False,-0.0615,-0.0174,0.001973
AC008677.2,0.2819,0.0079,0.422241,False,-0.0136,-0.0215,0.511215
AC008679.1,-1.8694,-0.024,0.000505,False,-0.0366,-0.0126,0.003411
AC008686.1,-0.686,-0.0301,0.073575,False,-0.0513,-0.0213,0.12466
AC008687.1,-0.4796,-0.0079,0.188155,False,-0.017,-0.0091,0.266579
AC008687.8,-2.4171,-0.0181,8.8e-05,False,-0.0361,-0.0181,0.00184
AC008691.1,-0.4816,-0.0676,0.186501,False,-0.0284,0.0392,0.264609
AC008694.1,-1.2615,-0.0138,0.005353,False,-0.0304,-0.0165,0.016204
AC008694.2,1.2985,0.0027,0.004573,False,-0.0065,-0.0092,0.014482
AC008695.1,-1.7019,-0.5057,0.000923,False,-0.1065,0.3992,0.004838
AC008695.2,0.1164,0.004,0.73605,False,-0.0073,-0.0114,0.792581
AC008696.2,-1.9957,-0.1371,0.000328,False,-0.1338,0.0033,0.002771
AC008700.1,-1.0231,-0.0297,0.015362,False,-0.0505,-0.0208,0.035908
AC008703.1,-1.6941,-0.0133,0.000951,False,-0.0187,-0.0054,0.004935
AC008708.1,-1.5997,-0.0073,0.001357,False,-0.019,-0.0117,0.006217
AC008708.2,-2.2466,-0.0172,0.000147,False,-0.0291,-0.0119,0.002094
AC008725.1,-0.0012,-0.0001,0.997107,False,-0.0372,-0.0371,0.997925
AC008728.1,-2.3294,-0.0452,0.000114,False,-0.0658,-0.0206,0.001934
AC008731.1,-1.3765,-0.044,0.003301,False,-0.0608,-0.0169,0.011467
AC008734.2,1.8442,0.0112,0.000552,False,-0.0138,-0.025,0.003571
AC008735.1,-0.3327,-0.0103,0.347417,False,-0.0323,-0.0221,0.437098
AC008735.2,-1.2998,-0.0511,0.004549,False,-0.0656,-0.0145,0.014425
AC008735.4,-0.5532,-0.004,0.135566,False,-0.0143,-0.0103,0.204307
AC008736.1,0.0419,0.0016,0.903043,False,-0.0278,-0.0294,0.925896
AC008737.1,-2.0484,-0.034,0.000275,False,-0.0494,-0.0154,0.00256
AC008738.2,-0.917,-0.0314,0.025024,False,-0.0496,-0.0182,0.052634
AC008738.3,0.791,0.0311,0.045031,False,0.0137,-0.0174,0.08412
AC008738.7,-0.2735,-0.0194,0.435632,False,-0.0131,0.0063,0.524107
AC008739.1,-0.7016,-0.0158,0.068413,False,-0.0316,-0.0159,0.117636
AC008739.2,-1.9855,-0.0283,0.00034,False,-0.0402,-0.0119,0.002814
AC008740.1,0.1886,0.003,0.587116,False,-0.0052,-0.0082,0.664266
AC008740.2,-0.1004,-0.0015,0.770883,False,-0.0159,-0.0143,0.821232
AC008741.1,-3.3685,-0.0041,8e-06,False,-0.0144,-0.0103,0.001006
AC008742.1,0.3556,0.0097,0.317184,False,-0.0147,-0.0244,0.406659
AC008747.1,-0.2909,-0.0092,0.408225,False,-0.0242,-0.015,0.497557
AC008749.1,-0.8731,-0.0019,0.030687,False,-0.012,-0.0101,0.061955
AC008750.4,-1.0594,-0.0191,0.013034,False,-0.0422,-0.023,0.031629
AC008750.5,-1.8556,-0.0464,0.000531,False,-0.0528,-0.0064,0.003496
AC008750.7,-1.8229,-0.0136,0.000595,False,-0.0199,-0.0064,0.003718
AC008750.8,-0.7121,-0.1,0.065158,False,-0.0486,0.0514,0.113051
AC008751.1,0.1249,0.0011,0.717644,False,-0.0066,-0.0077,0.777314
AC008751.3,-0.8562,-0.0394,0.0332,False,-0.0663,-0.0269,0.066046
AC008752.1,-1.2433,-0.0425,0.005788,False,-0.055,-0.0125,0.017154
AC008752.2,2.891,0.0108,2.4e-05,False,-0.0049,-0.0157,0.001524
AC008752.3,0.2816,0.0178,0.422727,False,-0.0038,-0.0216,0.511623
AC008753.1,0.1935,0.0067,0.577501,False,-0.0079,-0.0146,0.655465
AC008758.1,-1.4406,-0.0983,0.00254,False,0.0421,0.1404,0.009557
AC008758.2,-2.2959,-0.0192,0.000126,False,-0.0428,-0.0236,0.002005
AC008758.3,-0.3859,-0.0159,0.280416,False,-0.0414,-0.0255,0.368087
AC008758.4,0.0471,0.0069,0.891147,False,0.0302,0.0233,0.917203
AC008758.5,-0.6117,-0.1011,0.103803,False,-0.064,0.0371,0.1646
AC008758.6,-0.6191,-0.0595,0.100334,False,0.0092,0.0687,0.160237
AC008760.1,-1.6376,-0.0819,0.001175,False,-0.1009,-0.019,0.005647
AC008760.2,-0.5818,-0.0404,0.119057,False,-0.0099,0.0305,0.184037
AC008761.1,-1.3699,-0.0175,0.003392,False,-0.0355,-0.018,0.011699
AC008763.2,0.3868,0.0623,0.279366,False,0.0587,-0.0036,0.367078
AC008763.3,-0.0705,-0.0172,0.837759,False,0.0076,0.0248,0.874962
AC008764.1,-1.7372,-0.1699,0.000811,False,0.0163,0.1861,0.004462
AC008764.10,-0.3189,-0.0207,0.366751,False,-0.0401,-0.0194,0.456656
AC008764.2,-0.9229,-0.0406,0.024344,False,-0.0588,-0.0182,0.051457
AC008764.3,0.9714,0.0052,0.019464,False,-0.0195,-0.0246,0.043178
AC008764.4,-1.3239,-0.2187,0.004109,False,-0.0378,0.1809,0.013426
AC008764.5,-1.5199,-0.0146,0.00185,False,-0.0219,-0.0073,0.007647
AC008764.6,-0.3092,-0.0171,0.380691,False,-0.039,-0.0219,0.470668
AC008764.7,-0.7108,-0.022,0.06555,False,-0.0361,-0.0141,0.113591
AC008764.8,-0.3211,-0.0113,0.363608,False,-0.0302,-0.0189,0.453399
AC008770.1,-0.5059,-0.0357,0.167553,False,-0.0356,0.0001,0.24249
AC008770.2,-1.7233,-0.2137,0.000853,False,-0.0436,0.1701,0.004606
AC008770.3,-0.8361,-0.0785,0.036473,False,-0.0689,0.0096,0.071088
AC008770.4,-1.0379,-0.1472,0.014364,False,-0.02,0.1272,0.034108
AC008771.1,-0.5689,-0.0392,0.126257,False,-0.0284,0.0108,0.192797
AC008780.1,-2.5,-0.0562,6.9e-05,False,-0.0779,-0.0218,0.00177
AC008780.2,-2.1226,-0.0445,0.000216,False,-0.0638,-0.0193,0.002335
AC008781.1,-2.4973,-0.073,7e-05,False,-0.0927,-0.0197,0.001771
AC008781.2,0.272,0.0094,0.438119,False,-0.0078,-0.0172,0.526581
AC008781.3,-1.24,-0.0466,0.005871,False,-0.0462,0.0003,0.017335
AC008786.1,-1.5812,-0.0135,0.001457,False,-0.0192,-0.0058,0.006494
AC008798.2,-2.2446,-0.0073,0.000147,False,-0.0228,-0.0155,0.002094
AC008799.1,2.6329,0.0042,4.8e-05,False,-0.002,-0.0063,0.001682
AC008802.1,-1.9493,-0.0209,0.000384,False,-0.0366,-0.0156,0.002968
AC008805.2,-1.0821,-0.0151,0.011764,False,-0.0249,-0.0098,0.029252
AC008810.1,-1.6774,-0.0139,0.001011,False,-0.0321,-0.0182,0.00513
AC008813.1,-1.1803,-0.0152,0.007611,False,-0.0411,-0.0259,0.021035
AC008825.1,-2.1659,-0.1474,0.000189,False,-0.1319,0.0155,0.002245
AC008840.1,-1.549,-0.0909,0.001651,False,-0.096,-0.005,0.007079
AC008850.1,-1.1789,-0.0842,0.007658,False,-0.0798,0.0044,0.021118
AC008852.1,-1.0078,-0.0162,0.016472,False,-0.0234,-0.0072,0.037896
AC008868.1,-1.7782,-0.0249,0.000699,False,-0.0404,-0.0156,0.004088
AC008870.1,-0.3484,-0.0487,0.326427,False,0.0007,0.0495,0.41638
AC008870.2,-1.4472,-0.05,0.002473,False,-0.0651,-0.0151,0.009383
AC008870.4,-1.1004,-0.0405,0.010839,False,-0.0587,-0.0182,0.027478
AC008871.1,-1.9897,-0.0271,0.000335,False,-0.0456,-0.0185,0.002795
AC008873.1,-1.353,-0.0239,0.003638,False,-0.0331,-0.0092,0.012308
AC008875.1,0.4304,0.0202,0.2327,False,-0.0008,-0.021,0.316452
AC008875.2,0.3913,0.0131,0.274192,False,-0.0069,-0.02,0.361777
AC008875.3,1.731,0.1036,0.000829,False,0.0955,-0.0081,0.004517
AC008877.1,-1.1326,-0.033,0.009391,False,-0.0526,-0.0196,0.024623
AC008878.1,-0.6413,-0.0547,0.090581,False,-0.0417,0.013,0.147503
AC008878.2,-0.7055,-0.0773,0.067184,False,-0.0289,0.0484,0.115858
AC008878.3,-2.0178,-0.2257,0.000305,False,-0.057,0.1686,0.00269
AC008878.4,1.3946,0.0187,0.003063,False,0.0031,-0.0156,0.010859
AC008883.1,-0.7775,-0.0253,0.047964,False,-0.0442,-0.0189,0.088468
AC008883.3,-1.1035,-0.0688,0.010692,False,-0.0506,0.0182,0.027205
AC008892.1,-1.6198,-0.1522,0.001257,False,-0.066,0.0861,0.005907
AC008894.2,0.1323,0.0084,0.701851,False,-0.0197,-0.028,0.76439
AC008894.3,0.7079,0.0243,0.066442,False,0.0012,-0.0231,0.114858
AC008895.1,-0.3435,-0.0265,0.332919,False,-0.0076,0.0189,0.422907
AC008897.2,-0.4016,-0.0115,0.262691,False,-0.0304,-0.0189,0.349243
AC008897.3,1.8931,0.0041,0.000465,False,-0.0044,-0.0085,0.00326
AC008906.1,-0.8696,-0.0433,0.031184,False,-0.0459,-0.0026,0.062776
AC008906.2,0.2946,0.0073,0.402535,False,-0.0221,-0.0294,0.492016
AC008914.1,-0.0247,-0.0038,0.942816,False,-0.0442,-0.0405,0.956234
AC008915.1,-0.6123,-0.0413,0.103514,False,-0.0463,-0.0051,0.16421
AC008915.2,0.2057,0.0142,0.554393,False,-0.0225,-0.0367,0.634951
AC008937.1,-0.6867,-0.0041,0.073341,False,-0.0208,-0.0167,0.124352
AC008937.2,-0.678,-0.0333,0.076371,False,-0.0558,-0.0226,0.128537
AC008937.3,1.8253,0.0144,0.00059,False,-0.0126,-0.027,0.003701
AC008938.1,-0.7361,-0.0264,0.058224,False,-0.0371,-0.0107,0.103284
AC008945.1,-0.0005,-0.0,0.998892,False,-0.0161,-0.0161,0.999227
AC008945.2,-3.1613,-0.0877,1.3e-05,False,-0.1022,-0.0145,0.001236
AC008946.1,-0.1011,-0.0071,0.769401,False,-0.0295,-0.0224,0.820092
AC008953.1,-0.0669,-0.006,0.845935,False,0.0017,0.0077,0.881592
AC008957.1,-0.5519,-0.0414,0.136365,False,-0.062,-0.0206,0.205343
AC008957.2,-0.6538,-0.0202,0.085466,False,-0.0429,-0.0226,0.140635
AC008957.3,0.1538,0.0085,0.656882,False,-0.0147,-0.0232,0.725222
AC008964.1,-0.9364,-0.0221,0.022869,False,-0.0326,-0.0105,0.04898
AC008966.1,0.2605,0.0134,0.457017,False,-0.0131,-0.0265,0.544504
AC008966.2,-0.0779,-0.0023,0.821187,False,-0.027,-0.0247,0.861706
AC008966.3,-0.1606,-0.0043,0.642853,False,-0.0173,-0.013,0.713565
AC008969.1,-0.1541,-0.0123,0.656269,False,0.0051,0.0174,0.724632
AC008969.2,-1.7198,-0.019,0.000864,False,-0.0274,-0.0084,0.004643
AC008972.1,-0.0386,-0.0005,0.91078,False,-0.0134,-0.0129,0.931911
AC008972.2,0.8576,0.0133,0.032984,False,-0.0106,-0.0238,0.065699
AC008982.1,-0.2669,-0.0372,0.446431,False,0.0194,0.0566,0.534483
AC008982.2,-0.3668,-0.0332,0.303135,False,-0.0327,0.0004,0.39171
AC008992.1,-1.8796,-0.017,0.000488,False,-0.0271,-0.0101,0.00334
AC008993.1,-2.3925,-0.0198,9.5e-05,False,-0.0353,-0.0154,0.001874
AC009005.1,-0.8438,-0.0155,0.035184,False,-0.0308,-0.0153,0.069171
AC009019.1,-0.4849,-0.0104,0.18386,False,-0.03,-0.0197,0.261499
AC009019.2,-0.8992,-0.0289,0.027174,False,-0.0459,-0.017,0.056111
AC009021.1,1.1364,0.0068,0.009234,False,-0.0071,-0.0139,0.024311
AC009021.2,0.3556,0.0064,0.317159,False,-0.0111,-0.0175,0.406648
AC009022.1,-1.1204,-0.2824,0.009916,False,-0.0757,0.2067,0.025679
AC009027.1,0.3016,0.0021,0.39205,False,-0.0141,-0.0162,0.481737
AC009032.1,-1.1572,-0.0185,0.008422,False,-0.0376,-0.0191,0.022686
AC009034.1,-0.7538,-0.0279,0.05361,False,-0.0593,-0.0314,0.096721
AC009035.1,-2.1983,-0.0351,0.00017,False,-0.0528,-0.0177,0.002168
AC009041.2,-0.2641,-0.0274,0.451091,False,-0.0113,0.0161,0.538919
AC009041.4,1.4589,0.0094,0.00236,False,-0.0042,-0.0135,0.009086
AC009052.1,-0.5165,-0.0431,0.15983,False,-0.046,-0.0029,0.233455
AC009053.1,-1.1,-0.1884,0.010859,False,-0.0974,0.091,0.027512
AC009053.2,0.951,0.0197,0.021384,False,-0.0113,-0.0311,0.046471
AC009053.3,-1.4904,-0.0273,0.00208,False,-0.0456,-0.0183,0.00831
AC009054.1,-1.4541,-0.0535,0.002405,False,-0.0529,0.0006,0.009206
AC009054.2,0.177,0.0105,0.609762,False,-0.0153,-0.0258,0.6841
AC009055.1,-0.4476,-0.031,0.216152,False,-0.0391,-0.0082,0.297888
AC009055.2,-2.0581,-0.0283,0.000267,False,-0.049,-0.0207,0.002527
AC009060.1,-1.4519,-0.1008,0.002427,False,-0.1126,-0.0118,0.009264
AC009061.2,-1.5347,-0.1761,0.001746,False,-0.1235,0.0526,0.007348
AC009063.2,-0.72,-0.0196,0.062788,False,-0.039,-0.0194,0.109775
AC009063.3,-0.6742,-0.0146,0.077743,False,-0.0368,-0.0222,0.130333
AC009065.2,-0.8235,-0.0256,0.038688,False,-0.0517,-0.0261,0.074496
AC009065.3,0.13,0.0042,0.70677,False,-0.0132,-0.0173,0.768355
AC009065.4,0.0632,0.0021,0.854261,False,-0.0222,-0.0243,0.887665
AC009065.5,-0.7842,-0.0461,0.046489,False,-0.0622,-0.0161,0.086303
AC009065.6,-0.0648,-0.0003,0.850779,False,-0.0084,-0.0081,0.885238
AC009065.7,-2.1858,-0.0185,0.000177,False,-0.0288,-0.0103,0.002187
AC009065.8,-1.1315,-0.0123,0.009439,False,-0.0252,-0.0128,0.024718
AC009065.9,-0.0207,-0.0005,0.951972,False,-0.0106,-0.01,0.963274
AC009070.1,-0.3804,-0.0629,0.286822,False,0.0652,0.128,0.374897
AC009075.2,1.4969,0.009,0.002027,False,0.0016,-0.0073,0.008147
AC009078.1,-1.5416,-0.0181,0.0017,False,-0.0363,-0.0182,0.007228
AC009078.3,0.1232,0.0061,0.721265,False,-0.0192,-0.0253,0.780123
AC009081.1,-1.2598,-0.0223,0.005393,False,-0.0331,-0.0107,0.016292
AC009081.2,-1.6613,-0.0825,0.001074,False,-0.0941,-0.0116,0.005329
AC009084.1,-1.8821,-0.1672,0.000483,False,-0.183,-0.0158,0.003322
AC009084.2,-0.2569,-0.0063,0.463062,False,-0.023,-0.0168,0.550354
AC009084.3,0.5822,0.0157,0.118847,False,-0.0094,-0.025,0.183788
AC009086.2,1.3801,0.0134,0.003252,False,0.0043,-0.0092,0.011344
AC009087.1,-2.6428,-0.0228,4.7e-05,False,-0.0437,-0.0209,0.001682
AC009088.1,-0.0611,-0.002,0.859237,False,-0.029,-0.027,0.89162
AC009088.2,-1.4791,-0.0144,0.002176,False,-0.0366,-0.0223,0.008571
AC009090.1,-0.8097,-0.0708,0.041258,False,-0.0419,0.029,0.078518
AC009090.4,3.6808,0.0075,4e-06,False,-0.0128,-0.0203,0.000818
AC009090.5,-1.6517,-0.0246,0.001114,False,-0.0495,-0.0249,0.005452
AC009090.6,-0.96,-0.0148,0.02051,False,-0.0406,-0.0258,0.045021
AC009093.1,0.0976,0.0062,0.777095,False,-0.0251,-0.0313,0.826231
AC009093.10,-1.7333,-0.2106,0.000823,False,0.0862,0.2968,0.004498
AC009093.2,-1.1444,-0.1761,0.008913,False,0.1117,0.2878,0.02368
AC009093.3,-0.7381,-0.0309,0.057701,False,-0.054,-0.023,0.102568
AC009093.4,1.0639,0.0068,0.012771,False,-0.0019,-0.0087,0.03114
AC009093.6,1.3506,0.0125,0.003675,False,-0.0028,-0.0153,0.012378
AC009093.7,-0.7063,-0.0218,0.066943,False,-0.0284,-0.0066,0.115534
AC009093.8,-1.2747,-0.1491,0.00506,False,0.1394,0.2885,0.015563
AC009093.9,-0.5488,-0.0928,0.138271,False,0.0023,0.0951,0.207656
AC009094.1,0.4189,0.0166,0.244365,False,-0.0021,-0.0187,0.329321
AC009097.1,-1.4892,-0.0273,0.00209,False,-0.0443,-0.0169,0.008331
AC009097.2,1.0401,0.0072,0.01422,False,-0.0044,-0.0116,0.033838
AC009097.3,-1.3997,-0.0052,0.003,False,-0.0116,-0.0064,0.0107
AC009102.4,-1.3259,-0.0102,0.004076,False,-0.0184,-0.0082,0.013347
AC009107.1,-0.9664,-0.0254,0.019913,False,-0.042,-0.0165,0.043979
AC009107.2,-0.1137,-0.007,0.741769,False,0.0001,0.0071,0.797581
AC009108.3,-0.0692,-0.0004,0.840751,False,-0.0191,-0.0187,0.877264
AC009113.1,0.3574,0.0305,0.31491,False,0.0078,-0.0227,0.40421
AC009113.2,-2.6574,-0.0078,4.5e-05,False,-0.0176,-0.0099,0.001668
AC009117.2,-1.0095,-0.0335,0.016347,False,-0.0537,-0.0202,0.0377
AC009118.2,1.6662,0.0124,0.001055,False,-0.0114,-0.0237,0.005271
AC009118.3,0.0213,0.0021,0.950641,False,-0.0118,-0.0138,0.962236
AC009119.1,-1.4275,-0.0281,0.002679,False,-0.0531,-0.0249,0.009892
AC009120.1,-0.2329,-0.0319,0.504454,False,0.0399,0.0718,0.589237
AC009120.2,-2.0684,-0.2143,0.000258,False,-0.0864,0.1278,0.002491
AC009120.3,-1.403,-0.04,0.002959,False,-0.0623,-0.0223,0.010601
AC009120.4,-0.1834,-0.0055,0.597275,False,-0.0163,-0.0107,0.672863
AC009120.5,-0.5941,-0.0111,0.112529,False,-0.0404,-0.0293,0.175669
AC009121.3,-0.5915,-0.0016,0.113903,False,-0.0103,-0.0088,0.177411
AC009121.4,-1.9262,-0.0368,0.000415,False,-0.0494,-0.0126,0.00308
