gene	ensgid	group	in_B3	in_F144	lof_pLI	lof_LOEUF	mis_z	pli_ge_09	loeuf_lt_035	mis_z_top_decile	mis_z_ge_309	biological_category	biological_source
TSPYL6	ENSG00000178021	bg	False	False	0.38796	1.764	-2.0726	False	False	False	False		
TSR1	ENSG00000167721	bg	False	False	3.3044000000000002e-24	1.046	0.44778	False	False	False	False		
TSR3	ENSG00000007520	bg	False	False	1.9541e-13	1.649	-1.94	False	False	False	False		
TSSC4	ENSG00000184281	bg	False	False	0.064321	1.914	-1.319	False	False	False	False		
TSSK1B	ENSG00000212122	bg	False	False	0.030429	1.462	0.52146	False	False	False	False		
TSSK2	ENSG00000206203	bg	False	False	0.077867	0.806	1.2077	False	False	False	False		
TSSK3	ENSG00000162526	bg	False	False	2.4985e-05	1.224	0.22528	False	False	False	False		
TSSK4	ENSG00000139908	bg	False	False	1.0884e-06	1.023	1.8931	False	False	False	False		
TSSK6	ENSG00000178093	bg	False	False	0.00011107	1.909	1.0256	False	False	False	False		
TST	ENSG00000128311	bg	False	False	1.2371e-09	1.478	0.15623	False	False	False	False		
TSTD1	ENSG00000215845	bg	False	False	0.10178	0.918	-0.053043	False	False	False	False		
TSTD2	ENSG00000136925	bg	False	False	2.0075e-08	1.023	0.6872	False	False	False	False		
TSTD3	ENSG00000279170	bg	False	False	0.016881	1.865	-0.30477	False	False	False	False		
TTBK1	ENSG00000146216	bg	False	False	0.97199	0.492	1.1886	True	False	False	False		
TTBK2	ENSG00000128881	bg	False	False	1.0	0.326	1.9401	True	True	False	False		
TTC1	ENSG00000113312	bg	False	False	2.5422e-06	1.102	0.051745	False	False	False	False		
TTC12	ENSG00000149292	bg	False	False	2.9007e-13	0.934	0.59965	False	False	False	False		
TTC13	ENSG00000143643	bg	False	False	3.2363e-05	0.679	2.0148	False	False	False	False		
TTC14	ENSG00000163728	bg	False	False	5.5572e-19	1.0	0.30862	False	False	False	False		
TTC16	ENSG00000167094	bg	False	False	9.8806e-19	1.003	0.6784	False	False	False	False		
TTC17	ENSG00000052841	bg	False	False	0.97223	0.481	1.5421	True	False	False	False		
TTC19	ENSG00000011295	bg	False	False	1.5422e-09	1.049	-0.48028	False	False	False	False		
TTC21A	ENSG00000168026	bg	False	False	4.5318999999999996e-32	0.905	2.2797	False	False	False	False		
TTC21B	ENSG00000123607	bg	False	False	5.2851e-25	0.831	0.6014	False	False	False	False		
TTC22	ENSG00000006555	bg	False	False	1.0322e-13	1.378	-1.46	False	False	False	False		
TTC23	ENSG00000103852	bg	False	False	1.282e-20	1.271	0.68103	False	False	False	False		
TTC24	ENSG00000187862	bg	False	False	3.6452e-16	1.089	0.54338	False	False	False	False		
TTC26	ENSG00000105948	bg	False	False	5.261e-07	0.794	1.7655	False	False	False	False		
TTC27	ENSG00000018699	bg	False	False	3.8474e-12	0.773	-0.47223	False	False	False	False		
TTC28	ENSG00000100154	bg	False	False	1.0	0.386	3.4708	True	False	True	True		
TTC29	ENSG00000137473	bg	False	False	2.5178e-05	0.887	-0.17572	False	False	False	False		
TTC30A	ENSG00000197557	bg	False	False	1.2369e-09	1.133	1.0013	False	False	False	False		
TTC30B	ENSG00000196659	bg	False	False	3.0487e-08	0.946	1.0238	False	False	False	False		
TTC31	ENSG00000115282	bg	False	False	1.1004e-20	1.205	-0.066524	False	False	False	False		
TTC32	ENSG00000183891	bg	False	False	2.6664e-06	1.655	-0.017951	False	False	False	False		
TTC33	ENSG00000113638	bg	False	False	2.9404e-05	1.132	0.59972	False	False	False	False		
TTC36	ENSG00000172425	bg	False	False	3.772e-07	1.796	-1.917	False	False	False	False		
TTC37	ENSG00000198677	bg	False	False	9.3536e-33	0.776	1.7617	False	False	False	False		
TTC38	ENSG00000075234	bg	False	False	1.2881999999999999e-21	1.239	0.67533	False	False	False	False		
TTC39A	ENSG00000085831	bg	False	False	1.5553e-08	0.75	2.1883	False	False	False	False		
TTC39C	ENSG00000168234	bg	False	False	0.77664	0.542	1.5592	False	False	False	False		
TTC4	ENSG00000243725	bg	False	False	1.1908e-06	0.851	0.93535	False	False	False	False		
TTC5	ENSG00000136319	bg	False	False	1.7933e-11	1.034	0.48848	False	False	False	False		
TTC7A	ENSG00000068724	bg	False	False	8.8944e-37	1.198	-2.2052	False	False	False	False		
TTC7B	ENSG00000165914	bg	False	False	0.99999	0.403	2.2958	True	False	False	False		
TTC8	ENSG00000165533	bg	False	False	5.2419e-08	0.8	0.60385	False	False	False	False		
TTC9	ENSG00000133985	bg	False	False	0.0039879	0.925	-0.39369	False	False	False	False		
TTC9B	ENSG00000174521	bg	False	False	0.0015461	1.075	-0.55074	False	False	False	False		
TTC9C	ENSG00000162222	bg	False	False	0.0012284	0.974	-0.43925	False	False	False	False		
TTF1	ENSG00000125482	bg	False	False	3.176e-17	1.018	1.0988	False	False	False	False		
TTF2	ENSG00000116830	bg	False	False	6.4258e-26	0.862	1.1486	False	False	False	False		
TTI1	ENSG00000101407	bg	False	False	3.3389e-11	0.78	1.6011	False	False	False	False		
TTI2	ENSG00000129696	bg	False	False	0.00014488	0.758	0.95273	False	False	False	False		
TTK	ENSG00000112742	bg	False	False	2.9898e-07	0.666	0.74887	False	False	False	False		
TTL	ENSG00000114999	bg	False	False	0.99913	0.423	1.7814	True	False	False	False		
TTLL1	ENSG00000100271	bg	False	False	4.1262e-08	0.889	1.0382	False	False	False	False		
TTLL10	ENSG00000162571	bg	False	False	6.180199999999999e-21	1.243	-1.1388	False	False	False	False		
TTLL11	ENSG00000175764	bg	False	False	3.4133e-09	1.044	1.0347	False	False	False	False		
TTLL12	ENSG00000100304	bg	False	False	3.5109e-28	1.285	-1.6026	False	False	False	False		
TTLL2	ENSG00000120440	bg	False	False	1.302e-05	1.835	0.46372	False	False	False	False		
TTLL3	ENSG00000214021	bg	False	False	1.0144e-18	1.053	1.001	False	False	False	False		
TTLL4	ENSG00000135912	bg	False	False	3.3807e-16	0.754	1.8831	False	False	False	False		
TTLL5	ENSG00000119685	bg	False	False	1.2848e-30	0.888	0.90487	False	False	False	False		
TTLL6	ENSG00000170703	bg	False	False	1.7905e-17	0.877	1.1794	False	False	False	False		
TTLL7	ENSG00000137941	bg	False	False	0.0047091	0.564	3.0319	False	False	True	False		
TTLL9	ENSG00000131044	bg	False	False	2.1028e-10	0.924	1.0053	False	False	False	False		
TTN	ENSG00000155657	bg	False	False	1.3925e-89	0.479	7.0514	False	False	True	True		
TTPA	ENSG00000137561	bg	False	False	7.1096e-07	1.276	-0.1108	False	False	False	False		
TTPAL	ENSG00000124120	bg	False	False	3.594e-05	1.006	1.353	False	False	False	False		
TTR	ENSG00000118271	bg	False	False	0.01296	1.049	1.5504	False	False	False	False		
TTYH1	ENSG00000167614	bg	False	False	2.0358e-07	0.854	-0.043422	False	False	False	False		
TTYH2	ENSG00000141540	bg	False	False	3.9495e-12	0.898	1.2136	False	False	False	False		
TTYH3	ENSG00000136295	bg	False	False	0.0058612	0.684	-2.2583	False	False	False	False		
TUB	ENSG00000166402	bg	False	False	1.6347e-05	0.754	0.49778	False	False	False	False		
TUBA1A	ENSG00000167552	bg	False	False	0.99979	0.37	8.7528	True	False	True	True		
TUBA1B	ENSG00000123416	bg	False	False	1.0	0.129	8.1963	True	True	True	True		
TUBA1C	ENSG00000167553	bg	False	False	0.0629	0.688	3.9863	False	False	True	True		
TUBA3C	ENSG00000198033	bg	False	False	3.5927e-06	0.924	3.3478	False	False	True	True		
TUBA3D	ENSG00000075886	bg	False	False	2.6336e-06	0.972	3.5901	False	False	True	True		
TUBA3E	ENSG00000152086	bg	False	False	8.9739e-05	0.88	1.6701	False	False	False	False		
TUBA4A	ENSG00000127824	bg	False	False	7.9956e-06	0.945	5.0015	False	False	True	True		
TUBA4B	ENSG00000243910	bg	False	False	0.056556	1.109	1.1334	False	False	False	False		
TUBA8	ENSG00000183785	bg	False	False	6.9178e-09	1.117	1.2844	False	False	False	False		
TUBAL3	ENSG00000178462	bg	False	False	0.00025945	1.46	-0.30316	False	False	False	False		
TUBB1	ENSG00000101162	bg	False	False	4.4225e-13	1.586	0.8784	False	False	False	False		
TUBB2A	ENSG00000137267	bg	False	False	0.99392	0.449	6.0308	True	False	True	True		
TUBB2B	ENSG00000137285	bg	False	False	0.99983	0.338	6.9742	True	True	True	True		
TUBB3	ENSG00000258947	bg	False	False	0.042291	0.69	5.6731	False	False	True	True		
TUBB4A	ENSG00000104833	bg	False	False	0.60434	0.604	5.131	False	False	True	True		
TUBB4B	ENSG00000188229	bg	False	False	0.99971	0.377	6.5815	True	False	True	True		
TUBB6	ENSG00000176014	bg	False	False	0.0057583	0.826	2.5154	False	False	False	False		
TUBB8	ENSG00000261456	bg	False	False	1.305e-07	1.286	3.4781	False	False	True	True		
TUBB8B	ENSG00000173213	bg	False	False	1.7522e-06	1.454	-0.34936	False	False	False	False		
TUBD1	ENSG00000108423	bg	False	False	7.9851e-09	0.95	1.2065	False	False	False	False		
TUBE1	ENSG00000074935	bg	False	False	1.3088e-05	0.866	0.24806	False	False	False	False		
TUBG1	ENSG00000131462	bg	False	False	0.31647	0.583	5.8645	False	False	True	True		
TUBG2	ENSG00000037042	bg	False	False	1.3766e-09	0.903	3.6946	False	False	True	True		
TUBGCP2	ENSG00000130640	bg	False	False	5.6337e-11	0.762	1.1932	False	False	False	False		
TUBGCP3	ENSG00000126216	bg	False	False	0.67024	0.512	2.6768	False	False	False	False		
TUBGCP4	ENSG00000137822	bg	False	False	5.696e-08	0.71	2.9664	False	False	True	False		
TUBGCP5	ENSG00000275835	bg	False	False	6.783e-20	0.843	1.3714	False	False	False	False		
TUBGCP6	ENSG00000128159	bg	False	False	1.4869e-51	1.071	-1.0132	False	False	False	False		
TUFM	ENSG00000178952	bg	False	False	0.0031196	0.703	2.129	False	False	False	False		
TUFT1	ENSG00000143367	bg	False	False	1.4903e-11	0.991	0.38719	False	False	False	False		
TULP1	ENSG00000112041	bg	False	False	2.9584e-14	1.019	-0.39346	False	False	False	False		
TULP2	ENSG00000104804	bg	False	False	3.3044000000000005e-25	1.293	0.58564	False	False	False	False		
TULP3	ENSG00000078246	bg	False	False	1.2493e-09	1.059	0.55198	False	False	False	False		
TULP4	ENSG00000130338	bg	False	False	1.0	0.195	1.9436	True	True	False	False		
TUSC1	ENSG00000198680	bg	False	False	7.1595e-07	1.973	-5.1947	False	False	False	False		
TUSC2	ENSG00000114383	bg	False	False	0.0092486	1.37	-0.15348	False	False	False	False		
TUSC3	ENSG00000104723	bg	False	False	5.0694e-15	1.31	-1.1313	False	False	False	False		
TUT1	ENSG00000149016	bg	False	False	6.1347e-06	0.796	1.0187	False	False	False	False		
TUT4	ENSG00000134744	bg	False	False	1.0	0.241	4.1003	True	True	True	True		
TUT7	ENSG00000083223	bg	False	False	1.0	0.273	3.6687	True	True	True	True		
TVP23A	ENSG00000166676	bg	False	False	4.2627e-05	0.954	-0.5352	False	False	False	False		
TVP23B	ENSG00000171928	bg	False	False	0.90883	0.567	1.868	True	False	False	False		
TVP23C	ENSG00000175106	bg	False	False	2.706e-05	1.027	1.1941	False	False	False	False		
TWF1	ENSG00000151239	bg	False	False	0.8525	0.602	1.6081	False	False	False	False		
TWF2	ENSG00000247596	bg	False	False	0.94641	0.525	0.85241	True	False	False	False		
TWIST1	ENSG00000122691	bg	False	False	0.0067806	1.451	-0.22258	False	False	False	False		
TWIST2	ENSG00000233608	bg	False	False	0.79374	0.714	0.22963	False	False	False	False		
TWNK	ENSG00000107815	bg	False	False	1.2032e-06	0.76	2.5901	False	False	False	False		
TWSG1	ENSG00000128791	bg	False	False	0.0014096	0.963	1.0499	False	False	False	False		
TXK	ENSG00000074966	bg	False	False	1.0129e-07	0.841	1.0284	False	False	False	False		
TXLNA	ENSG00000084652	bg	False	False	1.0	0.3	1.8111	True	True	False	False		
TXLNB	ENSG00000164440	bg	False	False	6.4687e-07	0.853	-0.031306	False	False	False	False		
TXN	ENSG00000136810	bg	False	False	0.061686	1.471	1.3092	False	False	False	False		
TXN2	ENSG00000100348	bg	False	False	0.00020232	1.358	1.1509	False	False	False	False		
TXNDC11	ENSG00000153066	bg	False	False	7.2024e-19	1.204	-1.8503	False	False	False	False		
TXNDC12	ENSG00000117862	bg	False	False	0.012434	1.905	0.2516	False	False	False	False		
TXNDC15	ENSG00000113621	bg	False	False	2.4837e-06	0.975	1.3739	False	False	False	False		
TXNDC16	ENSG00000087301	bg	False	False	2.7136e-17	1.247	0.0038155	False	False	False	False		
TXNDC17	ENSG00000129235	bg	False	False	0.0003938	1.38	-0.042434	False	False	False	False		
TXNDC2	ENSG00000168454	bg	False	False	0.012745	1.903	1.0658	False	False	False	False		
TXNDC5	ENSG00000239264	bg	False	False	1.0992e-13	1.068	-1.0796	False	False	False	False		
TXNDC8	ENSG00000204193	bg	False	False	0.00092008	1.745	-0.23517	False	False	False	False		
TXNDC9	ENSG00000115514	bg	False	False	0.96306	0.515	1.2722	True	False	False	False		
TXNIP	ENSG00000265972	bg	False	False	0.0025091	0.709	-0.64546	False	False	False	False		
TXNL1	ENSG00000091164	bg	False	False	0.19825	0.677	1.8161	False	False	False	False		
TXNL4A	ENSG00000141759	bg	False	False	2.3119e-07	1.848	2.8181	False	False	False	False		
TXNL4B	ENSG00000140830	bg	False	False	7.6032e-05	1.535	-0.89193	False	False	False	False		
TXNRD1	ENSG00000198431	bg	False	False	9.6983e-12	1.006	0.83248	False	False	False	False		
TXNRD2	ENSG00000184470	bg	False	False	2.0999e-22	1.18	0.74275	False	False	False	False		
TXNRD3	ENSG00000197763	bg	False	False	5.7369e-12	1.052	0.81066	False	False	False	False		
TYK2	ENSG00000105397	bg	False	False	1.5716e-07	0.626	2.042	False	False	False	False		
TYMP	ENSG00000025708	bg	False	False	7.118000000000001e-20	1.518	-3.4365	False	False	False	False		
TYMS	ENSG00000176890	bg	False	False	0.00026008	0.882	1.5712	False	False	False	False		
TYR	ENSG00000077498	bg	False	False	1.1138e-21	1.346	-0.8461	False	False	False	False		
TYRO3	ENSG00000092445	bg	False	False	0.052889	0.565	2.948	False	False	True	False		
TYROBP	ENSG00000011600	bg	False	False	7.5496e-05	1.274	-0.10981	False	False	False	False		
TYRP1	ENSG00000107165	bg	False	False	3.9975999999999995e-21	1.398	-2.0852	False	False	False	False		
TYSND1	ENSG00000156521	bg	False	False	2.7094e-11	1.423	-1.986	False	False	False	False		
TYW1	ENSG00000198874	bg	False	False	6.5854e-05	0.618	2.7265	False	False	False	False		
TYW1B	ENSG00000277149	bg	False	False	2.3528e-18	1.015	2.266	False	False	False	False		
TYW3	ENSG00000162623	bg	False	False	1.0133e-08	1.647	-0.030187	False	False	False	False		
TYW5	ENSG00000162971	bg	False	False	7.238e-11	1.165	0.47242	False	False	False	False		
U2AF1L4	ENSG00000161265	bg	False	False	1.0668e-07	1.305	0.01009	False	False	False	False		
U2AF2	ENSG00000063244	bg	False	False	1.0	0.209	6.417	True	True	True	True		
U2SURP	ENSG00000163714	bg	False	False	1.0	0.073	4.6624	True	True	True	True		
UACA	ENSG00000137831	bg	False	False	7.672e-20	0.833	0.68696	False	False	False	False		
UAP1L1	ENSG00000197355	bg	False	False	4.4535e-20	1.495	-0.27021	False	False	False	False		
UBA2	ENSG00000126261	bg	False	False	1.0	0.258	3.5233	True	True	True	True		
UBA3	ENSG00000144744	bg	False	False	0.99642	0.463	0.83456	True	False	False	False		
UBA5	ENSG00000081307	bg	False	False	0.00035622	0.838	1.2919	False	False	False	False		
UBA52	ENSG00000221983	bg	False	False	0.99791	0.293	2.4402	True	True	False	False		
UBA6	ENSG00000033178	bg	False	False	7.6829e-09	0.868	0.67194	False	False	False	False		
UBA7	ENSG00000182179	bg	False	False	3.9781999999999997e-22	0.883	2.1743	False	False	False	False		
UBAC1	ENSG00000130560	bg	False	False	7.7153e-06	0.864	0.19822	False	False	False	False		
UBAC2	ENSG00000134882	bg	False	False	0.00013582	0.859	1.7804	False	False	False	False		
UBALD1	ENSG00000153443	bg	False	False	0.15636	1.008	-0.73999	False	False	False	False		
UBALD2	ENSG00000185262	bg	False	False	0.00049591	1.852	0.23089	False	False	False	False		
UBAP1	ENSG00000165006	bg	False	False	0.99999	0.285	1.9839	True	True	False	False		
UBAP1L	ENSG00000246922	bg	False	False	5.0745e-12	1.548	-0.84363	False	False	False	False		
UBAP2	ENSG00000137073	bg	False	False	8.5143e-08	0.625	0.57496	False	False	False	False		
UBAP2L	ENSG00000143569	bg	False	False	1.0	0.159	4.1467	True	True	True	True		
UBASH3A	ENSG00000160185	bg	False	False	2.4483e-16	1.038	0.28864	False	False	False	False		
UBASH3B	ENSG00000154127	bg	False	False	0.01847	0.58	2.2416	False	False	False	False		
UBB	ENSG00000170315	bg	False	False	0.00020834	1.503	4.6022	False	False	True	True		
UBC	ENSG00000150991	bg	False	False	0.98521	0.49	4.8134	True	False	True	True		
UBE2B	ENSG00000119048	bg	False	False	0.056439	0.932	2.3188	False	False	False	False		
UBE2C	ENSG00000175063	bg	False	False	0.00011089	1.073	0.85266	False	False	False	False		
UBE2D1	ENSG00000072401	bg	False	False	0.70052	0.737	1.7746	False	False	False	False		
UBE2D2	ENSG00000131508	bg	False	False	0.99971	0.235	3.6613	True	True	True	True		
UBE2D3	ENSG00000109332	bg	False	False	0.9977	0.22	3.6975	True	True	True	True		
UBE2D4	ENSG00000078967	bg	False	False	0.00025137	1.059	1.3637	False	False	False	False		
UBE2E1	ENSG00000170142	bg	False	False	0.96212	0.524	2.4693	True	False	False	False		
UBE2E2	ENSG00000182247	bg	False	False	0.98144	0.492	1.7121	True	False	False	False		
UBE2E3	ENSG00000170035	bg	False	False	0.98817	0.415	3.3307	True	False	True	True		
UBE2F	ENSG00000184182	bg	False	False	0.99991	0.148	2.2137	True	True	False	False		
UBE2G1	ENSG00000132388	bg	False	False	0.86891	0.601	2.8232	False	False	False	False		
UBE2G2	ENSG00000184787	bg	False	False	0.065266	0.82	1.45	False	False	False	False		
UBE2H	ENSG00000186591	bg	False	False	0.99994	0.244	3.9117	True	True	True	True		
UBE2I	ENSG00000103275	bg	False	False	0.99992	0.28	3.6221	True	True	True	True		
UBE2J1	ENSG00000198833	bg	False	False	0.15653	0.662	1.808	False	False	False	False		
UBE2J2	ENSG00000160087	bg	False	False	0.99918	0.307	2.4829	True	True	False	False		
UBE2K	ENSG00000078140	bg	False	False	0.71353	0.728	2.631	False	False	False	False		
UBE2L3	ENSG00000185651	bg	False	False	0.99725	0.303	3.807	True	True	True	True		
UBE2L5	ENSG00000236444	bg	False	False	0.5399	0.845	1.6332	False	False	False	False		
UBE2L6	ENSG00000156587	bg	False	False	0.0090735	1.1	0.25299	False	False	False	False		
UBE2M	ENSG00000130725	bg	False	False	0.99977	0.272	2.9901	True	True	True	False		
UBE2N	ENSG00000177889	bg	False	False	0.99915	0.192	3.2477	True	True	True	True		
UBE2O	ENSG00000175931	bg	False	False	1.0	0.193	3.9111	True	True	True	True		
UBE2Q1	ENSG00000160714	bg	False	False	1.0	0.211	3.9538	True	True	True	True		
UBE2Q2	ENSG00000140367	bg	False	False	1.1737e-11	1.261	0.38706	False	False	False	False		
UBE2QL1	ENSG00000215218	bg	False	False	0.27811	0.887	2.7848	False	False	False	False		
UBE2R2	ENSG00000107341	bg	False	False	0.99997	0.19	4.1657	True	True	True	True		
UBE2S	ENSG00000108106	bg	False	False	0.67662	0.752	2.172	False	False	False	False		
UBE2T	ENSG00000077152	bg	False	False	0.082991	0.838	1.2063	False	False	False	False		
UBE2U	ENSG00000177414	bg	False	False	0.00025525	1.32	0.69152	False	False	False	False		
UBE2V1	ENSG00000244687	bg	False	False	0.00099157	1.128	1.9791	False	False	False	False		
UBE2V2	ENSG00000169139	bg	False	False	0.038432	1.195	0.5051	False	False	False	False		
UBE2W	ENSG00000104343	bg	False	False	0.0010222	1.349	2.0435	False	False	False	False		
UBE2Z	ENSG00000159202	bg	False	False	0.92187	0.558	1.3357	True	False	False	False		
UBE3A	ENSG00000114062	bg	False	False	1.0	0.139	6.9548	True	True	True	True		
UBE3B	ENSG00000151148	bg	False	False	6.4844e-11	0.675	2.1522	False	False	False	False		
UBE3C	ENSG00000009335	bg	False	False	0.99999	0.427	3.0512	True	False	True	False		
UBE3D	ENSG00000118420	bg	False	False	4.2545e-11	1.154	0.86682	False	False	False	False		
UBE4A	ENSG00000110344	bg	False	False	0.90115	0.495	2.7851	True	False	False	False		
UBE4B	ENSG00000130939	bg	False	False	1.0	0.237	4.8756	True	True	True	True		
UBFD1	ENSG00000103353	bg	False	False	0.7214	0.593	1.001	False	False	False	False		
UBIAD1	ENSG00000120942	bg	False	False	0.0073887	0.92	1.9475	False	False	False	False		
UBL3	ENSG00000122042	bg	False	False	0.61565	0.692	1.1057	False	False	False	False		
UBL4B	ENSG00000186150	bg	False	False	0.40905	1.721	0.60115	False	False	False	False		
UBL5	ENSG00000198258	bg	False	False	1.6332e-05	1.656	1.4551	False	False	False	False		
UBL7	ENSG00000138629	bg	False	False	0.0017422	0.751	1.3746	False	False	False	False		
UBLCP1	ENSG00000164332	bg	False	False	7.5988e-05	0.998	1.5739	False	False	False	False		
UBN1	ENSG00000118900	bg	False	False	1.0	0.193	-1.2442	True	True	False	False		
UBN2	ENSG00000157741	bg	False	False	1.0	0.362	-0.53598	True	False	False	False		
UBOX5	ENSG00000185019	bg	False	False	4.0469e-07	0.941	1.7125	False	False	False	False		
UBP1	ENSG00000153560	bg	False	False	0.9861	0.492	3.1195	True	False	True	True		
UBQLN1	ENSG00000135018	bg	False	False	0.99999	0.357	2.3798	True	False	False	False		
UBQLN3	ENSG00000175520	bg	False	False	0.33861	1.527	-0.74743	False	False	False	False		
UBQLN4	ENSG00000160803	bg	False	False	1.0	0.314	4.4017	True	True	True	True		
UBR1	ENSG00000159459	bg	False	False	0.96721	0.47	3.3086	True	False	True	True		
UBR2	ENSG00000024048	bg	False	False	0.96675	0.472	4.1273	True	False	True	True		
UBR3	ENSG00000144357	bg	False	False	1.0	0.427	4.0921	True	False	True	True		
UBR4	ENSG00000127481	bg	False	False	1.0	0.242	8.4431	True	True	True	True		
UBR5	ENSG00000104517	bg	False	False	1.0	0.073	8.3809	True	True	True	True		
UBR7	ENSG00000012963	bg	False	False	0.2913	0.609	1.3553	False	False	False	False		
UBTD1	ENSG00000165886	bg	False	False	1.4412e-06	1.284	0.72829	False	False	False	False		
UBTD2	ENSG00000168246	bg	False	False	0.10437	0.816	1.0386	False	False	False	False		
UBTF	ENSG00000108312	bg	False	False	1.0	0.133	6.267	True	True	True	True		
UBTFL1	ENSG00000255009	bg	False	False	0.021616	0.983	2.068	False	False	False	False		
UBXN1	ENSG00000162191	bg	False	False	0.0033676	0.727	0.42291	False	False	False	False		
UBXN10	ENSG00000162543	bg	False	False	0.0072726	1.432	0.93607	False	False	False	False		
UBXN11	ENSG00000158062	bg	False	False	3.4427e-10	0.949	0.17079	False	False	False	False		
UBXN2A	ENSG00000173960	bg	False	False	1.6435e-05	1.121	0.8074	False	False	False	False		
UBXN2B	ENSG00000215114	bg	False	False	0.00058579	0.985	-0.060136	False	False	False	False		
UBXN4	ENSG00000144224	bg	False	False	8.2167e-05	0.776	1.1843	False	False	False	False		
UBXN6	ENSG00000167671	bg	False	False	6.811e-15	1.168	-1.4035	False	False	False	False		
UBXN7	ENSG00000163960	bg	False	False	1.0	0.276	4.3096	True	True	True	True		
UBXN8	ENSG00000104691	bg	False	False	1.0412e-12	1.458	0.20842	False	False	False	False		
UCHL1	ENSG00000154277	bg	False	False	0.99978	0.344	0.80496	True	True	False	False		
UCHL3	ENSG00000118939	bg	False	False	0.0010021	0.943	0.96298	False	False	False	False		
UCHL5	ENSG00000116750	bg	False	False	0.0012507	0.803	1.773	False	False	False	False		
UCK1	ENSG00000130717	bg	False	False	0.00012264	0.926	0.58122	False	False	False	False		
UCK2	ENSG00000143179	bg	False	False	0.99748	0.421	2.3798	True	False	False	False		
UCKL1	ENSG00000198276	bg	False	False	2.5137000000000003e-25	1.405	0.6349	False	False	False	False		
UCMA	ENSG00000165623	bg	False	False	2.3864e-07	1.305	-0.14543	False	False	False	False		
UCN	ENSG00000163794	bg	False	False	0.010144	1.796	-0.69451	False	False	False	False		
UCN2	ENSG00000145040	bg	False	False	0.022384	1.932	0.42612	False	False	False	False		
UCN3	ENSG00000178473	bg	False	False	0.064654	1.74	0.25688	False	False	False	False		
UCP1	ENSG00000109424	bg	False	False	9.3115e-10	1.24	0.0885	False	False	False	False		
UCP2	ENSG00000175567	bg	False	False	1.2061e-08	1.127	0.9462	False	False	False	False		
UCP3	ENSG00000175564	bg	False	False	7.9603e-08	1.2	0.71832	False	False	False	False		
UEVLD	ENSG00000151116	bg	False	False	6.0888e-09	0.987	1.0167	False	False	False	False		
UFC1	ENSG00000143222	bg	False	False	2.8549e-06	1.046	0.768	False	False	False	False		
UFD1	ENSG00000070010	bg	False	False	0.99902	0.438	3.434	True	False	True	True		
UFL1	ENSG00000014123	bg	False	False	6.5162e-12	0.9	0.17112	False	False	False	False		
UFM1	ENSG00000120686	bg	False	False	0.62139	0.85	0.40604	False	False	False	False		
UFSP1	ENSG00000176125	bg	False	False	0.056239	1.928	-1.9756	False	False	False	False		
UFSP2	ENSG00000109775	bg	False	False	2.8216e-10	0.935	1.23	False	False	False	False		
UGCG	ENSG00000148154	bg	False	False	0.99987	0.36	2.8695	True	False	False	False		
UGDH	ENSG00000109814	bg	False	False	1.6807e-07	0.902	2.2005	False	False	False	False		
UGGT1	ENSG00000136731	bg	False	False	7.4921e-11	0.617	2.2695	False	False	False	False		
UGGT2	ENSG00000102595	bg	False	False	2.5434e-34	1.109	-0.74856	False	False	False	False		
UGP2	ENSG00000169764	bg	False	False	2.8756e-09	0.991	2.3248	False	False	False	False		
UGT1A1	ENSG00000241635	bg	False	False	1.8823e-09	1.04	0.1863	False	False	False	False		
UGT1A10	ENSG00000242515	bg	False	False	1.6842e-17	1.294	-0.70331	False	False	False	False		
UGT1A3	ENSG00000288702	bg	False	False	3.2158e-08	0.971	-0.54103	False	False	False	False		
UGT1A4	ENSG00000244474	bg	False	False	4.7955e-09	1.028	-0.58604	False	False	False	False		
UGT1A5	ENSG00000288705	bg	False	False	2.4823e-07	0.936	0.35516	False	False	False	False		
UGT1A6	ENSG00000167165	bg	False	False	5.262e-08	0.924	0.15416	False	False	False	False		
UGT1A7	ENSG00000244122	bg	False	False	1.4261e-08	0.951	0.14186	False	False	False	False		
UGT1A8	ENSG00000242366	bg	False	False	1.0939e-11	1.082	-0.35707	False	False	False	False		
UGT1A9	ENSG00000241119	bg	False	False	1.2406e-09	0.999	0.10591	False	False	False	False		
UGT2A1	ENSG00000173610	bg	False	False	3.7639000000000005e-25	1.612	-0.71639	False	False	False	False		
UGT2A2	ENSG00000271271	bg	False	False	1.6212e-23	1.425	-1.4669	False	False	False	False		
UGT2A3	ENSG00000135220	bg	False	False	1.3260999999999999e-21	1.519	-1.3764	False	False	False	False		
UGT2B10	ENSG00000109181	bg	False	False	7.3202e-20	1.473	-1.051	False	False	False	False		
UGT2B11	ENSG00000213759	bg	False	False	9.6336e-14	1.219	-2.967	False	False	False	False		
UGT2B15	ENSG00000196620	bg	False	False	6.0378e-11	1.102	-0.42532	False	False	False	False		
UGT2B17	ENSG00000197888	bg	False	False	0.0010514	1.047	1.7323	False	False	False	False		
UGT2B28	ENSG00000135226	bg	False	False	3.2403e-17	1.458	-0.81972	False	False	False	False		
UGT2B4	ENSG00000156096	bg	False	False	3.8573e-14	1.191	-1.0623	False	False	False	False		
UGT2B7	ENSG00000171234	bg	False	False	5.1475e-16	1.203	-1.1785	False	False	False	False		
UGT3A1	ENSG00000145626	bg	False	False	1.5602e-10	1.252	0.31168	False	False	False	False		
